mod_name,unimod_mass,unimod_avge_mass,composition,unimod_modloss,modloss_composition,classification,unimod_id,modloss_importance,mass,modloss_original,modloss
T[UNIMOD:271],380.147118,380.3891,H(24)C(19)O(8),0.0,,Chemical derivative,271,0.0,380.14711773008,0.0,0.0
S[UNIMOD:271],380.147118,380.3891,H(24)C(19)O(8),0.0,,Chemical derivative,271,0.0,380.14711773008,0.0,0.0
R[UNIMOD:271],380.147118,380.3891,H(24)C(19)O(8),0.0,,Chemical derivative,271,0.0,380.14711773008,0.0,0.0
[UNIMOD:271]-,380.147118,380.3891,H(24)C(19)O(8),0.0,,Chemical derivative,271,0.0,380.14711773008,0.0,0.0
K[UNIMOD:271],380.147118,380.3891,H(24)C(19)O(8),0.0,,Chemical derivative,271,0.0,380.14711773008,0.0,0.0
C[UNIMOD:271],380.147118,380.3891,H(24)C(19)O(8),0.0,,Chemical derivative,271,0.0,380.14711773008,0.0,0.0
R[UNIMOD:267],10.008269,9.9296,C(-6)13C(6)N(-4)15N(4),0.0,,Isotopic label,267,0.0,10.008268588220012,0.0,0.0
F[UNIMOD:269],10.027228,9.9273,C(-9)13C(9)N(-1)15N(1),0.0,,Isotopic label,269,0.0,10.027228410080005,0.0,0.0
L[UNIMOD:262],3.01883,3.0185,H(-3)2H(3),0.0,,Isotopic label,262,0.0,3.01883023767,0.0,0.0
M[UNIMOD:262],3.01883,3.0185,H(-3)2H(3),0.0,,Isotopic label,262,0.0,3.01883023767,0.0,0.0
M[UNIMOD:268],6.013809,5.9567,C(-5)13C(5)N(-1)15N(1),0.0,,Isotopic label,268,0.0,6.0138090698000095,0.0,0.0
P[UNIMOD:268],6.013809,5.9567,C(-5)13C(5)N(-1)15N(1),0.0,,Isotopic label,268,0.0,6.0138090698000095,0.0,0.0
V[UNIMOD:268],6.013809,5.9567,C(-5)13C(5)N(-1)15N(1),0.0,,Isotopic label,268,0.0,6.0138090698000095,0.0,0.0
E[UNIMOD:268],6.013809,5.9567,C(-5)13C(5)N(-1)15N(1),0.0,,Isotopic label,268,0.0,6.0138090698000095,0.0,0.0
T[UNIMOD:264],121.035005,121.2028,H(7)C(7)N(1)O(-1)S(1),0.0,,Chemical derivative,264,0.0,121.03500578487,0.0,0.0
S[UNIMOD:264],121.035005,121.2028,H(7)C(7)N(1)O(-1)S(1),0.0,,Chemical derivative,264,0.0,121.03500578487,0.0,0.0
[UNIMOD:272]-,135.983029,136.1265,H(4)C(3)O(4)S(1),0.0,,Chemical derivative,272,0.0,135.9830297816,0.0,0.0
[UNIMOD:1905]-,96.021129,96.0841,H(4)C(5)O(2),0.0,,Chemical derivative,1905,0.0,96.02112936806,0.0,0.0
K[UNIMOD:1905],96.021129,96.0841,H(4)C(5)O(2),0.0,,Chemical derivative,1905,0.0,96.02112936806,0.0,0.0
C[UNIMOD:275],28.990164,28.9982,H(-1)N(1)O(1),0.0,,Post-translational,275,0.0,28.99016359177,0.0,0.0
Y[UNIMOD:275],28.990164,28.9982,H(-1)N(1)O(1),0.0,,Chemical derivative,275,0.0,28.99016359177,0.0,0.0
T[UNIMOD:2022],220.058303,220.1767,H(12)C(8)O(7),220.058303,H(12)C(8)O(7),O-linked glycosylation,2022,0.0,220.05830272375,220.05830272375,0.0
S[UNIMOD:2022],220.058303,220.1767,H(12)C(8)O(7),220.058303,H(12)C(8)O(7),O-linked glycosylation,2022,0.0,220.05830272375,220.05830272375,0.0
Y[UNIMOD:276],183.035399,183.2276,H(9)C(8)N(1)O(2)S(1),0.0,,Artefact,276,0.0,183.03539970804,0.0,0.0
S[UNIMOD:276],183.035399,183.2276,H(9)C(8)N(1)O(2)S(1),0.0,,Artefact,276,0.0,183.03539970804,0.0,0.0
[UNIMOD:276]-,183.035399,183.2276,H(9)C(8)N(1)O(2)S(1),0.0,,Artefact,276,0.0,183.03539970804,0.0,0.0
K[UNIMOD:276],183.035399,183.2276,H(9)C(8)N(1)O(2)S(1),0.0,,Artefact,276,0.0,183.03539970804,0.0,0.0
H[UNIMOD:276],183.035399,183.2276,H(9)C(8)N(1)O(2)S(1),0.0,,Artefact,276,0.0,183.03539970804,0.0,0.0
K[UNIMOD:278],44.026215,44.0526,H(4)C(2)O(1),0.0,,Chemical derivative,278,0.0,44.026214748490005,0.0,0.0
C[UNIMOD:278],44.026215,44.0526,H(4)C(2)O(1),0.0,,Chemical derivative,278,0.0,44.026214748490005,0.0,0.0
R[UNIMOD:278],44.026215,44.0526,H(4)C(2)O(1),0.0,,Chemical derivative,278,0.0,44.026214748490005,0.0,0.0
K[UNIMOD:987],36.045499,35.9959,H(4)C(-4)13C(6)N(-2)15N(2),0.0,,Isotopic label,987,0.0,36.04549892824001,0.0,0.0
C[UNIMOD:371],86.036779,86.0892,H(6)C(4)O(2),0.0,,Chemical derivative,371,0.0,86.03677943252,0.0,0.0
-[UNIMOD:280],28.0313,28.0532,H(4)C(2),0.0,,Chemical derivative,280,0.0,28.03130012892,0.0,0.0
[UNIMOD:280]-,28.0313,28.0532,H(4)C(2),0.0,,Chemical derivative,280,0.0,28.03130012892,0.0,0.0
E[UNIMOD:280],28.0313,28.0532,H(4)C(2),0.0,,Artefact,280,0.0,28.03130012892,0.0,0.0
[UNIMOD:280]-,28.0313,28.0532,H(4)C(2),0.0,,Multiple,280,0.0,28.03130012892,0.0,0.0
K[UNIMOD:280],28.0313,28.0532,H(4)C(2),0.0,,Multiple,280,0.0,28.03130012892,0.0,0.0
D[UNIMOD:280],28.0313,28.0532,H(4)C(2),0.0,,Chemical derivative,280,0.0,28.03130012892,0.0,0.0
C[UNIMOD:281],765.09956,765.5182,H(34)C(21)N(7)O(16)P(3)S(1),0.0,,Post-translational,281,0.0,765.0995602096099,0.0,0.0
Q[UNIMOD:528],14.999666,15.0113,H(1)C(1)N(-1)O(1),0.0,,Post-translational,528,0.0,14.99966564737,0.0,0.0
N[UNIMOD:528],14.999666,15.0113,H(1)C(1)N(-1)O(1),0.0,,Chemical derivative,528,0.0,14.99966564737,0.0,0.0
P[UNIMOD:529],29.039125,29.0611,H(5)C(2),0.0,,Post-translational,529,0.0,29.03912516115,0.0,0.0
K[UNIMOD:284],16.028204,16.0389,2H(2)C(1),0.0,,Isotopic label,284,0.0,16.02820355624,0.0,0.0
[UNIMOD:284]-,16.028204,16.0389,2H(2)C(1),0.0,,Isotopic label,284,0.0,16.02820355624,0.0,0.0
E[UNIMOD:285],155.004099,155.1744,H(5)C(6)N(1)O(2)S(1),0.0,,Isotopic label,285,0.0,155.00409957912,0.0,0.0
D[UNIMOD:285],155.004099,155.1744,H(5)C(6)N(1)O(2)S(1),0.0,,Isotopic label,285,0.0,155.00409957912,0.0,0.0
-[UNIMOD:285],155.004099,155.1744,H(5)C(6)N(1)O(2)S(1),0.0,,Isotopic label,285,0.0,155.00409957912,0.0,0.0
E[UNIMOD:286],161.024228,161.1303,H(5)13C(6)N(1)O(2)S(1),0.0,,Chemical derivative,286,0.0,161.02422858954003,0.0,0.0
D[UNIMOD:286],161.024228,161.1303,H(5)13C(6)N(1)O(2)S(1),0.0,,Chemical derivative,286,0.0,161.02422858954003,0.0,0.0
-[UNIMOD:286],161.024228,161.1303,H(5)13C(6)N(1)O(2)S(1),0.0,,Chemical derivative,286,0.0,161.02422858954003,0.0,0.0
D[UNIMOD:289],356.188212,356.4835,H(28)C(16)N(4)O(3)S(1),0.0,,Chemical derivative,289,0.0,356.18821195327,0.0,0.0
-[UNIMOD:289],356.188212,356.4835,H(28)C(16)N(4)O(3)S(1),0.0,,Chemical derivative,289,0.0,356.18821195327,0.0,0.0
E[UNIMOD:289],356.188212,356.4835,H(28)C(16)N(4)O(3)S(1),0.0,,Chemical derivative,289,0.0,356.18821195327,0.0,0.0
W[UNIMOD:288],13.979265,13.9835,H(-2)O(1),0.0,,Chemical derivative,288,0.0,13.97926455511,0.0,0.0
C[UNIMOD:290],428.191582,428.6124,H(32)C(19)N(4)O(3)S(2),0.0,,Chemical derivative,290,0.0,428.1915832565901,0.0,0.0
C[UNIMOD:291],201.970617,200.59,Hg(1),0.0,,Chemical derivative,291,0.0,201.9706434,0.0,0.0
Y[UNIMOD:292],322.020217,322.1654,H(11)C(9)N(2)O(9)P(1),0.0,,Chemical derivative,292,0.0,322.02021693794,0.0,0.0
W[UNIMOD:292],322.020217,322.1654,H(11)C(9)N(2)O(9)P(1),0.0,,Chemical derivative,292,0.0,322.02021693794,0.0,0.0
F[UNIMOD:292],322.020217,322.1654,H(11)C(9)N(2)O(9)P(1),0.0,,Chemical derivative,292,0.0,322.02021693794,0.0,0.0
[UNIMOD:293]-,145.019749,145.1796,H(7)C(5)N(1)O(2)S(1),0.0,,Chemical derivative,293,0.0,145.01974964357998,0.0,0.0
K[UNIMOD:293],145.019749,145.1796,H(7)C(5)N(1)O(2)S(1),0.0,,Chemical derivative,293,0.0,145.01974964357998,0.0,0.0
C[UNIMOD:294],326.141261,326.4145,H(22)C(14)N(4)O(3)S(1),0.0,,Chemical derivative,294,0.0,326.14126175989,0.0,0.0
N[UNIMOD:295],146.057909,146.1412,H(10)C(6)O(4),146.057909,H(10)C(6)O(4),N-linked glycosylation,295,0.0,146.05790880057998,146.05790880057998,0.0
T[UNIMOD:295],146.057909,146.1412,H(10)C(6)O(4),146.057909,H(10)C(6)O(4),O-linked glycosylation,295,0.0,146.05790880057998,146.05790880057998,0.0
S[UNIMOD:295],146.057909,146.1412,H(10)C(6)O(4),146.057909,H(10)C(6)O(4),O-linked glycosylation,295,0.0,146.05790880057998,146.05790880057998,0.0
Anywhere[UNIMOD:298],17.03448,17.0451,H(-1)2H(3)C(1),0.0,,Isotopic label,298,0.0,17.03448030213,0.0,0.0
D[UNIMOD:298],17.03448,17.0451,H(-1)2H(3)C(1),0.0,,Isotopic label,298,0.0,17.03448030213,0.0,0.0
E[UNIMOD:298],17.03448,17.0451,H(-1)2H(3)C(1),0.0,,Isotopic label,298,0.0,17.03448030213,0.0,0.0
K[UNIMOD:298],17.03448,17.0451,H(-1)2H(3)C(1),0.0,,Isotopic label,298,0.0,17.03448030213,0.0,0.0
R[UNIMOD:298],17.03448,17.0451,H(-1)2H(3)C(1),0.0,,Isotopic label,298,0.0,17.03448030213,0.0,0.0
E[UNIMOD:299],43.989829,44.0095,C(1)O(2),0.0,,Post-translational,299,0.0,43.98982923914,0.0,0.0
D[UNIMOD:299],43.989829,44.0095,C(1)O(2),0.0,,Post-translational,299,0.0,43.98982923914,0.0,0.0
K[UNIMOD:299],43.989829,44.0095,C(1)O(2),0.0,,Post-translational,299,0.0,43.98982923914,0.0,0.0
W[UNIMOD:299],43.989829,44.0095,C(1)O(2),0.0,,Chemical derivative,299,0.0,43.98982923914,0.0,0.0
M[UNIMOD:299],43.989829,44.0095,C(1)O(2),0.0,,Post-translational,299,0.0,43.98982923914,0.0,0.0
C[UNIMOD:301],190.074228,190.1986,H(10)C(10)N(2)O(2),0.0,,Chemical derivative,301,0.0,190.0742275703,0.0,0.0
K[UNIMOD:302],170.036779,170.1641,H(6)C(11)O(2),0.0,,Chemical derivative,302,0.0,170.03677943252,0.0,0.0
C[UNIMOD:302],170.036779,170.1641,H(6)C(11)O(2),0.0,,Chemical derivative,302,0.0,170.03677943252,0.0,0.0
C[UNIMOD:303],75.998285,76.1176,H(4)C(2)O(1)S(1),0.0,,Chemical derivative,303,0.0,75.99828592289,0.0,0.0
T[UNIMOD:305],1444.53387,1445.3331,H(92)C(56)N(4)O(39),1444.53387,H(92)C(56)N(4)O(39),O-linked glycosylation,305,0.0,1444.5338691461102,1444.5338691461102,0.0
S[UNIMOD:305],1444.53387,1445.3331,H(92)C(56)N(4)O(39),1444.53387,H(92)C(56)N(4)O(39),O-linked glycosylation,305,0.0,1444.5338691461102,1444.5338691461102,0.0
N[UNIMOD:305],1444.53387,1445.3331,H(92)C(56)N(4)O(39),1444.53387,H(92)C(56)N(4)O(39),N-linked glycosylation,305,0.0,1444.5338691461102,1444.5338691461102,0.0
T[UNIMOD:307],1606.586693,1607.4737,H(102)C(62)N(4)O(44),1606.586693,H(102)C(62)N(4)O(44),O-linked glycosylation,307,0.0,1606.58669256626,1606.58669256626,0.0
S[UNIMOD:307],1606.586693,1607.4737,H(102)C(62)N(4)O(44),1606.586693,H(102)C(62)N(4)O(44),O-linked glycosylation,307,0.0,1606.58669256626,1606.58669256626,0.0
N[UNIMOD:307],1606.586693,1607.4737,H(102)C(62)N(4)O(44),1606.586693,H(102)C(62)N(4)O(44),N-linked glycosylation,307,0.0,1606.58669256626,1606.58669256626,0.0
N[UNIMOD:308],1768.639517,1769.6143,H(112)C(68)N(4)O(49),1768.639517,H(112)C(68)N(4)O(49),N-linked glycosylation,308,0.0,1768.63951598641,1768.63951598641,0.0
T[UNIMOD:309],1298.475961,1299.1919,H(82)C(50)N(4)O(35),1298.475961,H(82)C(50)N(4)O(35),O-linked glycosylation,309,0.0,1298.47596034553,1298.47596034553,0.0
S[UNIMOD:309],1298.475961,1299.1919,H(82)C(50)N(4)O(35),1298.475961,H(82)C(50)N(4)O(35),O-linked glycosylation,309,0.0,1298.47596034553,1298.47596034553,0.0
N[UNIMOD:309],1298.475961,1299.1919,H(82)C(50)N(4)O(35),1298.475961,H(82)C(50)N(4)O(35),N-linked glycosylation,309,0.0,1298.47596034553,1298.47596034553,0.0
T[UNIMOD:310],1460.528784,1461.3325,H(92)C(56)N(4)O(40),1460.528784,H(92)C(56)N(4)O(40),O-linked glycosylation,310,0.0,1460.52878376568,1460.52878376568,0.0
S[UNIMOD:310],1460.528784,1461.3325,H(92)C(56)N(4)O(40),1460.528784,H(92)C(56)N(4)O(40),O-linked glycosylation,310,0.0,1460.52878376568,1460.52878376568,0.0
N[UNIMOD:310],1460.528784,1461.3325,H(92)C(56)N(4)O(40),1460.528784,H(92)C(56)N(4)O(40),N-linked glycosylation,310,0.0,1460.52878376568,1460.52878376568,0.0
S[UNIMOD:311],1622.581608,1623.4731,H(102)C(62)N(4)O(45),1622.581608,H(102)C(62)N(4)O(45),O-linked glycosylation,311,0.0,1622.58160718583,1622.58160718583,0.0
N[UNIMOD:311],1622.581608,1623.4731,H(102)C(62)N(4)O(45),1622.581608,H(102)C(62)N(4)O(45),N-linked glycosylation,311,0.0,1622.58160718583,1622.58160718583,0.0
T[UNIMOD:311],1622.581608,1623.4731,H(102)C(62)N(4)O(45),1622.581608,H(102)C(62)N(4)O(45),O-linked glycosylation,311,0.0,1622.58160718583,1622.58160718583,0.0
C[UNIMOD:312],119.004099,119.1423,H(5)C(3)N(1)O(2)S(1),0.0,,Multiple,312,0.0,119.00409957912,0.0,0.0
K[UNIMOD:313],-128.094963,-128.1723,H(-12)C(-6)N(-2)O(-1),0.0,,Post-translational,313,0.0,-128.09496301519,0.0,0.0
K[UNIMOD:314],111.032028,111.0987,H(5)C(5)N(1)O(2),0.0,,Chemical derivative,314,0.0,111.03202840472,0.0,0.0
C[UNIMOD:314],111.032028,111.0987,H(5)C(5)N(1)O(2),0.0,,Chemical derivative,314,0.0,111.03202840472,0.0,0.0
C[UNIMOD:494],672.298156,672.8335,H(44)C(37)N(4)O(6)S(1),0.0,,Chemical derivative,494,0.0,672.29815632766,0.0,0.0
K[UNIMOD:316],78.04695,78.1118,H(6)C(6),0.0,,Chemical derivative,316,0.0,78.04695019338,0.0,0.0
K[UNIMOD:318],62.01565,62.0694,H(2)C(5),0.0,,Chemical derivative,318,0.0,62.01565006446,0.0,0.0
K[UNIMOD:319],54.010565,54.0474,H(2)C(3)O(1),0.0,,Chemical derivative,319,0.0,54.01056468403,0.0,0.0
R[UNIMOD:319],54.010565,54.0474,H(2)C(3)O(1),0.0,,Chemical derivative,319,0.0,54.01056468403,0.0,0.0
K[UNIMOD:320],143.058243,143.1406,H(9)C(6)N(1)O(3),0.0,,Chemical derivative,320,0.0,143.05824315321,0.0,0.0
C[UNIMOD:320],143.058243,143.1406,H(9)C(6)N(1)O(3),0.0,,Chemical derivative,320,0.0,143.05824315321,0.0,0.0
K[UNIMOD:768],59.045045,59.0817,H(1)2H(3)C(3)O(1),0.0,,Isotopic label,768,0.0,59.04504498615999,0.0,0.0
C[UNIMOD:323],713.093079,713.5626,H(30)C(31)N(4)O(6)S(1)I(1),0.0,,Chemical derivative,323,0.0,713.0930777764399,0.0,0.0
[UNIMOD:324]-,87.01427,87.1435,H(5)C(3)N(1)S(1),0.0,,Chemical derivative,324,0.0,87.01427033997999,0.0,0.0
K[UNIMOD:324],87.01427,87.1435,H(5)C(3)N(1)S(1),0.0,,Chemical derivative,324,0.0,87.01427033997999,0.0,0.0
K[UNIMOD:325],572.316129,572.7405,H(49)C(27)N(4)O(5)P(1)S(1),0.0,,Chemical derivative,325,0.0,572.3161288676599,0.0,0.0
T[UNIMOD:325],572.316129,572.7405,H(49)C(27)N(4)O(5)P(1)S(1),0.0,,Chemical derivative,325,0.0,572.3161288676599,0.0,0.0
Y[UNIMOD:325],572.316129,572.7405,H(49)C(27)N(4)O(5)P(1)S(1),0.0,,Chemical derivative,325,0.0,572.3161288676599,0.0,0.0
S[UNIMOD:325],572.316129,572.7405,H(49)C(27)N(4)O(5)P(1)S(1),0.0,,Chemical derivative,325,0.0,572.3161288676599,0.0,0.0
Y[UNIMOD:332],525.142894,525.6658,H(34)C(19)N(4)O(5)P(1)S(3),525.142894,H(34)C(19)N(4)O(5)P(1)S(3),Chemical derivative,332,0.0,525.14289573301,525.14289573301,0.0
T[UNIMOD:332],525.142894,525.6658,H(34)C(19)N(4)O(5)P(1)S(3),525.142894,H(34)C(19)N(4)O(5)P(1)S(3),Chemical derivative,332,0.0,525.14289573301,525.14289573301,0.0
S[UNIMOD:332],525.142894,525.6658,H(34)C(19)N(4)O(5)P(1)S(3),525.142894,H(34)C(19)N(4)O(5)P(1)S(3),Chemical derivative,332,0.0,525.14289573301,525.14289573301,0.0
T[UNIMOD:333],447.195679,447.5291,H(34)C(19)N(3)O(5)P(1)S(1),0.0,,Chemical derivative,333,0.0,447.19567937978,0.0,0.0
Y[UNIMOD:333],447.195679,447.5291,H(34)C(19)N(3)O(5)P(1)S(1),0.0,,Chemical derivative,333,0.0,447.19567937978,0.0,0.0
S[UNIMOD:333],447.195679,447.5291,H(34)C(19)N(3)O(5)P(1)S(1),0.0,,Chemical derivative,333,0.0,447.19567937978,0.0,0.0
K[UNIMOD:335],158.13068,158.238,H(18)C(9)O(2),0.0,,Chemical derivative,335,0.0,158.13067981928,0.0,0.0
H[UNIMOD:335],158.13068,158.238,H(18)C(9)O(2),0.0,,Chemical derivative,335,0.0,158.13067981928,0.0,0.0
C[UNIMOD:335],158.13068,158.238,H(18)C(9)O(2),0.0,,Chemical derivative,335,0.0,158.13067981928,0.0,0.0
T[UNIMOD:361],240.104482,240.3252,H(16)C(10)N(4)O(1)S(1),0.0,,Chemical derivative,361,0.0,240.10448232737,0.0,0.0
T[UNIMOD:337],13.031634,13.0418,H(3)C(1)N(1)O(-1),0.0,,Artefact,337,0.0,13.031634481549997,0.0,0.0
S[UNIMOD:337],13.031634,13.0418,H(3)C(1)N(1)O(-1),0.0,,Artefact,337,0.0,13.031634481549997,0.0,0.0
K[UNIMOD:362],164.060231,164.1394,H(13)C(6)O(3)P(1),0.0,,Chemical derivative,362,0.0,164.06023127612002,0.0,0.0
Y[UNIMOD:362],164.060231,164.1394,H(13)C(6)O(3)P(1),0.0,,Chemical derivative,362,0.0,164.06023127612002,0.0,0.0
T[UNIMOD:362],164.060231,164.1394,H(13)C(6)O(3)P(1),0.0,,Chemical derivative,362,0.0,164.06023127612002,0.0,0.0
S[UNIMOD:362],164.060231,164.1394,H(13)C(6)O(3)P(1),0.0,,Chemical derivative,362,0.0,164.06023127612002,0.0,0.0
[UNIMOD:362]-,164.060231,164.1394,H(13)C(6)O(3)P(1),0.0,,Chemical derivative,362,0.0,164.06023127612002,0.0,0.0
Y[UNIMOD:363],122.013281,122.0596,H(7)C(3)O(3)P(1),0.0,,Chemical derivative,363,0.0,122.01328108274,0.0,0.0
T[UNIMOD:363],122.013281,122.0596,H(7)C(3)O(3)P(1),0.0,,Chemical derivative,363,0.0,122.01328108274,0.0,0.0
S[UNIMOD:363],122.013281,122.0596,H(7)C(3)O(3)P(1),0.0,,Chemical derivative,363,0.0,122.01328108274,0.0,0.0
[UNIMOD:364]-,111.041593,111.05,H(3)13C(6)N(1)O(1),0.0,,Isotopic label,364,0.0,111.04159273111,0.0,0.0
[UNIMOD:364]-,111.041593,111.05,H(3)13C(6)N(1)O(1),0.0,,Isotopic label,364,0.0,111.04159273111,0.0,0.0
K[UNIMOD:364],111.041593,111.05,H(3)13C(6)N(1)O(1),0.0,,Isotopic label,364,0.0,111.04159273111,0.0,0.0
C[UNIMOD:893],209.018035,209.2864,H(11)C(6)N(1)O(3)S(2),0.0,,Artefact,893,0.0,209.01803556647,0.0,0.0
[UNIMOD:365]-,105.021464,105.0941,H(3)C(6)N(1)O(1),0.0,,Isotopic label,365,0.0,105.02146372069,0.0,0.0
K[UNIMOD:365],105.021464,105.0941,H(3)C(6)N(1)O(1),0.0,,Isotopic label,365,0.0,105.02146372069,0.0,0.0
[UNIMOD:365]-,105.021464,105.0941,H(3)C(6)N(1)O(1),0.0,,Isotopic label,365,0.0,105.02146372069,0.0,0.0
Q[UNIMOD:366],2.988261,2.9845,H(-1)N(-1)18O(1),0.0,,Isotopic label,366,0.0,2.988260576200002,0.0,0.0
N[UNIMOD:366],2.988261,2.9845,H(-1)N(-1)18O(1),0.0,,Isotopic label,366,0.0,2.988260576200002,0.0,0.0
R[UNIMOD:372],-42.021798,-42.04,H(-2)C(-1)N(-2),0.0,,Artefact,372,0.0,-42.02179807332,0.0,0.0
-[UNIMOD:531],61.921774,62.5381,H(-1)Cu(1),0.0,,Artefact,531,0.0,61.92177268777,0.0,0.0
E[UNIMOD:531],61.921774,62.5381,H(-1)Cu(1),0.0,,Artefact,531,0.0,61.92177268777,0.0,0.0
D[UNIMOD:531],61.921774,62.5381,H(-1)Cu(1),0.0,,Artefact,531,0.0,61.92177268777,0.0,0.0
H[UNIMOD:531],61.921774,62.5381,H(-1)Cu(1),0.0,,Artefact,531,0.0,61.92177268777,0.0,0.0
C[UNIMOD:374],-1.007825,-1.0079,H(-1),0.0,,Multiple,374,0.0,-1.00782503223,0.0,0.0
H[UNIMOD:375],142.110613,142.1989,H(14)C(7)N(2)O(1),0.0,,Post-translational,375,0.0,142.11061307965,0.0,0.0
C[UNIMOD:376],220.182715,220.3505,H(24)C(15)O(1),0.0,,Post-translational,376,0.0,220.18271539309,0.0,0.0
C[UNIMOD:377],576.511761,576.9334,H(68)C(37)O(4),0.0,,Post-translational,377,0.0,576.51176066992,0.0,0.0
K[UNIMOD:378],72.021129,72.0627,H(4)C(3)O(2),0.0,,Post-translational,378,0.0,72.02112936806,0.0,0.0
H[UNIMOD:378],72.021129,72.0627,H(4)C(3)O(2),0.0,,Chemical derivative,378,0.0,72.02112936806,0.0,0.0
K[UNIMOD:379],87.068414,87.1204,H(9)C(4)N(1)O(1),0.0,,Post-translational,379,0.0,87.06841391406999,0.0,0.0
K[UNIMOD:380],266.203451,266.4204,H(26)C(20),0.0,,Post-translational,380,0.0,266.20345083798,0.0,0.0
K[UNIMOD:381],14.96328,14.9683,H(-3)N(-1)O(2),0.0,,Post-translational,381,0.0,14.96328013802,0.0,0.0
C[UNIMOD:382],-33.003705,-33.0961,H(-3)N(-1)O(1)S(-1),0.0,,Post-translational,382,0.0,-33.00370565595,0.0,0.0
C[UNIMOD:385],-17.026549,-17.0305,H(-3)N(-1),0.0,,Artefact,385,0.0,-17.02654910112,0.0,0.0
S[UNIMOD:385],-17.026549,-17.0305,H(-3)N(-1),0.0,,Post-translational,385,0.0,-17.02654910112,0.0,0.0
T[UNIMOD:385],-17.026549,-17.0305,H(-3)N(-1),0.0,,Post-translational,385,0.0,-17.02654910112,0.0,0.0
N[UNIMOD:385],-17.026549,-17.0305,H(-3)N(-1),0.0,,Chemical derivative,385,0.0,-17.02654910112,0.0,0.0
C[UNIMOD:387],586.279135,586.678,H(38)C(33)N(4)O(6),0.0,,Post-translational,387,0.0,586.27913495988,0.0,0.0
C[UNIMOD:388],588.294785,588.6939,H(40)C(33)N(4)O(6),0.0,,Post-translational,388,0.0,588.29478502434,0.0,0.0
C[UNIMOD:389],584.263485,584.6621,H(36)C(33)N(4)O(6),0.0,,Post-translational,389,0.0,584.2634848954201,0.0,0.0
H[UNIMOD:390],616.177295,616.4873,H(32)C(34)N(4)O(4)Fe(1),0.0,,Post-translational,390,0.0,616.17729185736,0.0,0.0
C[UNIMOD:390],616.177295,616.4873,H(32)C(34)N(4)O(4)Fe(1),0.0,,Post-translational,390,0.0,616.17729185736,0.0,0.0
C[UNIMOD:391],521.884073,520.2668,H(11)C(10)N(5)O(8)P(1)S(2)Mo(1),0.0,,Post-translational,391,0.0,521.8840715004601,0.0,0.0
W[UNIMOD:392],29.974179,29.9829,H(-2)O(2),0.0,,Post-translational,392,0.0,29.97417917468,0.0,0.0
Y[UNIMOD:392],29.974179,29.9829,H(-2)O(2),0.0,,Post-translational,392,0.0,29.97417917468,0.0,0.0
K[UNIMOD:393],340.100562,340.2806,H(20)C(12)O(11),340.100562,H(20)C(12)O(11),Other glycosylation,393,0.0,340.10056145987,340.10056145987,0.0
-[UNIMOD:394],123.00853,123.0477,H(6)C(2)N(1)O(3)P(1),0.0,,Post-translational,394,0.0,123.00853005494,0.0,0.0
S[UNIMOD:395],881.146904,881.6335,H(42)C(26)N(7)O(19)P(3)S(1),0.0,,Post-translational,395,0.0,881.1469043261599,0.0,0.0
E[UNIMOD:396],197.04531,197.1262,H(12)C(5)N(1)O(5)P(1),0.0,,Post-translational,396,0.0,197.04530948746,0.0,0.0
Y[UNIMOD:397],469.716159,469.785,H(1)C(6)O(1)I(3),0.0,,Post-translational,397,0.0,469.7161553518,0.0,0.0
Y[UNIMOD:398],595.612807,595.6815,C(6)O(1)I(4),0.0,,Post-translational,398,0.0,595.61280221957,0.0,0.0
Y[UNIMOD:400],-94.041865,-94.1112,H(-6)C(-6)O(-1),0.0,,Post-translational,400,0.0,-94.04186481295,0.0,0.0
S[UNIMOD:401],-2.01565,-2.0159,H(-2),0.0,,Post-translational,401,0.0,-2.01565006446,0.0,0.0
Y[UNIMOD:401],-2.01565,-2.0159,H(-2),0.0,,Post-translational,401,0.0,-2.01565006446,0.0,0.0
T[UNIMOD:401],-2.01565,-2.0159,H(-2),0.0,,Chemical derivative,401,0.0,-2.01565006446,0.0,0.0
K[UNIMOD:401],-2.01565,-2.0159,H(-2),0.0,,Artefact,401,0.0,-2.01565006446,0.0,0.0
C[UNIMOD:402],-17.992806,-18.0815,H(-2)O(1)S(-1),0.0,,Post-translational,402,0.0,-17.99280661929,0.0,0.0
S[UNIMOD:403],-15.010899,-15.0146,H(-1)N(-1),0.0,,Post-translational,403,0.0,-15.01089903666,0.0,0.0
E[UNIMOD:451],258.085186,258.228,H(14)C(10)N(2)O(6),0.0,,Post-translational,451,0.0,258.0851861775,0.0,0.0
-[UNIMOD:451],258.085186,258.228,H(14)C(10)N(2)O(6),0.0,,Post-translational,451,0.0,258.0851861775,0.0,0.0
H[UNIMOD:405],329.05252,329.2059,H(12)C(10)N(5)O(6)P(1),0.0,,Post-translational,405,0.0,329.05252012475,0.0,0.0
T[UNIMOD:405],329.05252,329.2059,H(12)C(10)N(5)O(6)P(1),0.0,,Post-translational,405,0.0,329.05252012475,0.0,0.0
K[UNIMOD:405],329.05252,329.2059,H(12)C(10)N(5)O(6)P(1),0.0,,Post-translational,405,0.0,329.05252012475,0.0,0.0
Y[UNIMOD:405],329.05252,329.2059,H(12)C(10)N(5)O(6)P(1),0.0,,Post-translational,405,0.0,329.05252012475,0.0,0.0
